TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,AIRRETURNDUCT,WATERTUBECABBOTRT,WATERRESERVOIRINLET,WATERESERVOIRBOTLT,WATERRESERVOIROUTLET,WATERTUBECENTER,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
0:07:26,2,0.62,114.9,7.850,5.59,0.0036,60.00,-0.28,37.13,71.99,-999.00,-999.00,0,1.85,1.48,4.41,-1.76,-2.26,-1.23,-0.30,36.40,37.92,37.07,36.42,37.40,72.57,71.46,73.94,84.63,61.97,105.14,83.08,77.17,83.20,90.61,97.41,11.20,0.81,34.24,38.90,37.56,35.66,34.53,34.77,0,1,2,37.04,0.86,-6.68,40.14,72.50,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,2.80,2.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:08:18,2,0.62,114.8,7.810,5.55,0.0044,60.00,-0.19,37.14,72.03,-999.00,-999.00,0,1.62,1.00,4.53,-1.69,-2.18,-1.11,-0.27,36.42,37.93,37.10,36.41,37.40,72.61,71.53,74.23,84.83,68.24,105.75,83.42,76.92,83.54,90.91,97.72,10.41,0.86,34.03,38.90,37.48,35.61,34.29,34.52,0,1,2,37.19,0.97,-7.70,39.82,72.50,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,2.90,2.80,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:09:08,2,0.62,114.8,7.820,5.56,0.0051,59.99,-0.10,37.14,72.08,-999.00,-999.00,0,1.46,0.56,4.48,-1.56,-2.06,-1.00,-0.20,36.48,37.94,37.10,36.39,37.40,72.67,71.58,74.50,85.03,71.20,106.46,83.68,76.71,83.80,91.23,98.12,9.63,0.86,33.90,38.86,37.44,35.62,34.00,34.18,0,1,2,37.26,1.11,-8.27,39.31,72.50,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.00,2.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:09:58,2,0.62,114.9,7.830,5.59,0.0059,60.00,-0.04,37.17,72.14,-999.00,-999.00,0,1.28,0.31,4.48,-1.39,-1.97,-0.83,-0.12,36.50,38.00,37.15,36.44,37.41,72.76,71.73,74.64,85.25,72.75,107.20,83.93,76.60,84.04,91.64,98.65,9.19,0.86,33.72,38.85,37.36,35.61,33.85,33.84,0,1,2,37.35,1.32,-8.75,38.73,72.50,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.20,3.10,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:10:43,2,0.62,114.8,7.760,5.52,0.0067,59.99,0.03,37.20,72.21,-999.00,-999.00,0,1.08,-0.01,4.40,-1.36,-1.96,-0.73,-0.10,36.50,37.92,37.16,36.44,37.42,72.79,71.67,74.84,85.51,73.68,107.85,84.20,76.61,84.33,92.06,99.20,8.52,0.82,33.58,38.84,37.27,35.59,33.54,33.54,0,1,2,37.47,1.53,-9.11,37.99,72.50,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.30,3.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:11:36,2,0.63,114.8,7.700,5.52,0.0075,59.98,0.07,37.23,72.28,-999.00,-999.00,0,0.94,-0.15,4.39,-1.28,-1.86,-0.65,-0.02,36.60,38.02,37.17,36.45,37.42,72.87,71.84,75.06,85.66,74.28,108.41,84.42,76.70,84.50,92.49,99.68,8.01,0.81,33.48,38.75,37.22,35.59,33.37,33.28,0,1,2,37.58,1.68,-9.38,37.26,72.56,36.32,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.40,3.30,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:12:28,2,0.62,114.8,7.930,5.65,0.0083,59.98,0.09,37.25,72.35,-999.00,-999.00,0,0.73,-0.31,4.20,-1.26,-1.86,-0.58,-0.00,36.60,37.97,37.17,36.43,37.41,72.89,71.85,75.17,85.85,74.69,109.00,84.57,76.77,84.67,92.93,100.19,7.79,0.80,33.53,38.73,37.14,35.52,33.20,33.23,0,1,2,37.68,1.76,-9.35,36.58,72.66,36.32,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:13:18,2,0.62,114.8,7.960,5.66,0.0090,59.99,0.11,37.27,72.39,-999.00,-999.00,0,0.56,-0.38,4.10,-1.26,-1.84,-0.51,0.11,36.67,38.02,37.17,36.44,37.43,72.93,71.87,75.50,86.22,75.01,109.69,84.85,76.97,84.98,93.34,100.81,7.96,0.81,33.64,38.75,37.08,35.42,32.81,33.17,0,1,2,37.76,1.83,-9.00,35.78,72.68,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:14:09,2,0.62,114.9,7.880,5.61,0.0098,60.00,0.14,37.29,72.44,-999.00,-999.00,0,0.42,-0.51,4.08,-1.18,-1.78,-0.35,0.20,36.70,38.02,37.18,36.44,37.43,73.07,72.04,75.49,86.38,75.28,110.23,85.09,77.15,85.21,93.76,101.35,7.74,0.81,34.13,38.84,37.33,35.49,33.36,33.69,0,1,2,37.65,1.94,-8.57,34.88,72.70,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:14:58,2,0.62,114.8,7.830,5.59,0.0106,59.99,0.18,37.29,72.51,-999.00,-999.00,0,0.34,-0.61,4.00,-1.17,-1.76,-0.23,0.20,36.66,38.02,37.17,36.45,37.42,72.99,71.96,75.59,86.38,75.61,110.51,85.14,77.18,85.30,94.17,101.64,7.41,0.82,34.72,38.85,37.63,35.52,33.87,34.21,0,1,2,37.53,2.08,-8.50,34.36,72.68,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:15:48,2,0.62,114.9,7.830,5.59,0.0114,59.99,0.19,37.30,72.55,-999.00,-999.00,0,0.19,-0.69,3.83,-1.16,-1.71,-0.23,0.30,36.67,38.02,37.17,36.43,37.41,73.09,72.05,75.56,86.38,75.89,110.73,85.17,77.21,85.30,94.51,101.81,7.20,0.81,35.11,38.85,37.74,35.54,33.93,34.34,0,1,2,37.33,2.12,-8.86,34.01,72.81,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:16:38,2,0.62,114.9,7.800,5.54,0.0122,60.01,0.21,37.30,72.62,-999.00,-999.00,0,0.11,-0.82,3.71,-1.16,-1.66,-0.18,0.30,36.70,38.02,37.17,36.45,37.42,73.19,72.06,75.70,86.38,76.05,111.02,85.20,77.21,85.34,94.83,101.95,7.03,0.81,35.29,38.86,37.83,35.55,34.02,34.43,0,1,2,37.12,2.12,-9.35,33.80,72.81,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:17:24,2,0.62,114.9,7.830,5.59,0.0129,60.01,0.21,37.29,72.64,-999.00,-999.00,0,-0.02,-0.87,3.60,-1.08,-1.66,-0.10,0.40,36.68,38.02,37.20,36.44,37.41,73.21,72.15,75.68,86.37,76.17,111.26,85.17,77.20,85.30,95.10,102.11,6.87,0.81,35.49,38.95,37.94,35.55,34.08,34.47,0,1,2,37.04,2.21,-9.58,33.89,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,4.00,3.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:18:18,2,0.62,114.9,7.790,5.57,0.0137,60.01,0.22,37.29,72.68,-999.00,-999.00,0,-0.09,-0.96,3.50,-1.16,-1.66,-0.03,0.40,36.61,38.02,37.17,36.46,37.43,73.19,72.15,75.73,86.41,76.31,111.52,85.24,77.21,85.35,95.37,102.33,6.68,0.81,35.66,38.99,37.96,35.52,34.11,34.60,0,1,2,36.84,2.17,-9.78,34.00,72.79,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:19:08,2,0.62,114.9,7.800,5.56,0.0145,60.00,0.21,37.28,72.71,-999.00,-999.00,0,-0.17,-1.07,3.40,-1.11,-1.66,0.05,0.40,36.60,38.02,37.15,36.45,37.43,73.22,72.16,75.81,86.49,76.40,111.79,85.28,77.30,85.40,95.67,102.54,6.58,0.81,35.74,39.05,38.03,35.54,34.21,34.76,0,1,2,36.59,2.21,-9.96,34.21,72.82,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,4.00,3.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:19:58,2,0.62,114.9,7.800,5.55,0.0153,60.00,0.22,37.27,72.74,-999.00,-999.00,0,-0.31,-1.20,3.31,-1.09,-1.66,0.12,0.50,36.60,38.02,37.19,36.46,37.42,73.31,72.20,75.88,86.56,76.51,112.00,85.34,77.32,85.41,95.88,102.77,6.48,0.80,35.86,39.06,38.11,35.53,34.30,34.94,0,1,2,36.48,2.26,-10.14,34.46,72.82,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:20:48,2,0.62,114.9,7.770,5.56,0.0160,60.00,0.22,37.25,72.78,-999.00,-999.00,0,-0.47,-1.28,3.20,-1.15,-1.66,0.18,0.52,36.51,37.99,37.17,36.46,37.43,73.38,72.26,75.82,86.56,76.61,112.20,85.35,77.34,85.42,96.11,102.89,6.37,0.79,35.92,39.07,38.17,35.53,34.40,35.02,0,1,2,36.23,2.21,-10.30,34.57,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:21:38,2,0.63,114.8,7.800,5.58,0.0168,59.98,0.23,37.22,72.84,-999.00,-999.00,0,-0.50,-1.38,3.10,-1.15,-1.66,0.27,0.60,36.51,38.01,37.17,36.46,37.43,73.40,72.28,75.87,86.60,76.67,112.39,85.41,77.35,85.48,96.33,103.08,6.27,0.75,36.11,39.15,38.24,35.55,34.47,35.10,0,1,2,36.01,2.26,-10.28,34.84,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:22:28,2,0.62,114.8,7.800,5.57,0.0176,59.99,0.23,37.21,72.87,-999.00,-999.00,0,-0.54,-1.42,2.97,-1.16,-1.66,0.27,0.66,36.46,37.92,37.13,36.44,37.42,73.45,72.32,75.83,86.61,76.79,112.58,85.39,77.42,85.49,96.50,103.24,6.10,0.73,36.16,39.17,38.27,35.53,34.52,35.26,0,1,2,35.78,2.16,-10.30,35.08,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,4.00,3.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:23:18,2,0.62,114.8,7.810,5.56,0.0184,59.98,0.22,37.17,72.91,-999.00,-999.00,0,-0.64,-1.47,2.90,-1.16,-1.72,0.27,0.70,36.40,37.92,37.07,36.45,37.43,73.46,72.41,75.81,86.67,76.83,112.79,85.42,77.46,85.51,96.69,103.35,6.09,0.74,36.27,39.22,38.33,35.55,34.53,35.37,0,1,2,35.65,2.23,-10.50,35.33,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:24:08,2,0.62,114.8,7.840,5.56,0.0191,59.98,0.22,37.15,72.95,-999.00,-999.00,0,-0.68,-1.54,2.88,-1.17,-1.69,0.44,0.80,36.40,37.92,37.15,36.47,37.44,73.56,72.45,75.86,86.69,76.91,112.96,85.47,77.54,85.53,96.86,103.51,6.03,0.70,36.38,39.27,38.38,35.58,34.56,35.51,0,1,2,35.35,2.17,-11.00,35.70,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:24:58,2,0.62,114.9,7.800,5.55,0.0199,59.99,0.22,37.14,72.99,-999.00,-999.00,0,-0.75,-1.60,2.71,-1.17,-1.77,0.37,0.80,36.40,37.92,37.07,36.47,37.44,73.49,72.45,75.91,86.70,76.97,113.05,85.50,77.50,85.57,97.01,103.60,5.96,0.69,36.43,39.30,38.46,35.61,34.63,35.58,0,1,2,35.11,2.12,-10.93,35.87,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:25:48,2,0.62,114.9,7.800,5.57,0.0207,60.00,0.23,37.14,73.03,-999.00,-999.00,0,-0.79,-1.53,2.65,-1.21,-1.76,0.47,0.90,36.35,37.87,37.12,36.49,37.46,73.59,72.50,75.93,86.68,77.08,113.22,85.50,77.49,85.55,97.16,103.74,5.88,0.68,36.49,39.34,38.53,35.61,34.71,35.63,0,1,2,35.04,2.12,-10.72,36.24,72.86,36.32,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.80,3.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:26:38,2,0.62,114.9,7.840,5.57,0.0214,59.99,0.19,37.10,73.04,-999.00,-999.00,0,-0.86,-1.69,2.51,-1.21,-1.81,0.47,0.95,36.27,37.87,37.07,36.46,37.43,73.59,72.51,75.98,86.74,77.14,113.36,85.53,77.58,85.62,97.30,103.83,5.90,0.65,36.53,39.39,38.58,35.64,34.78,35.75,0,1,2,34.83,2.07,-10.66,36.50,72.86,36.36,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:27:28,2,0.62,114.9,7.830,5.58,0.0222,59.99,0.17,37.06,73.10,-999.00,-999.00,0,-0.94,-1.76,2.46,-1.20,-1.86,0.53,1.00,36.20,37.88,37.07,36.49,37.46,73.68,72.63,76.00,86.76,77.19,113.49,85.56,77.62,85.65,97.42,103.90,5.81,0.60,36.61,39.42,38.62,35.66,34.83,35.91,0,1,2,34.59,1.94,-10.66,36.78,72.86,36.43,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:28:18,2,0.62,114.9,7.850,5.57,0.0230,59.99,0.17,37.02,73.12,-999.00,-999.00,0,-1.03,-1.78,2.33,-1.24,-1.86,0.57,1.00,36.10,37.82,37.07,36.49,37.46,73.67,72.56,75.98,86.77,77.26,113.63,85.60,77.64,85.67,97.54,104.00,5.78,0.58,36.64,39.46,38.65,35.66,34.91,36.02,0,1,2,34.48,1.96,-10.68,37.04,72.86,36.46,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:29:07,2,0.62,114.9,7.860,5.61,0.0238,59.99,0.17,37.00,73.18,-999.00,-999.00,0,-1.03,-1.81,2.30,-1.17,-1.86,0.57,1.01,36.01,37.82,37.07,36.51,37.47,73.74,72.65,75.99,86.81,77.30,113.80,85.59,77.63,85.69,97.72,104.19,5.74,0.54,36.74,39.51,38.65,35.64,34.97,36.11,0,1,2,34.25,1.92,-10.55,37.29,72.86,36.46,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:29:54,2,0.62,114.9,7.910,5.65,0.0246,59.99,0.18,36.96,73.20,-999.00,-999.00,0,-1.03,-1.82,2.36,-1.20,-1.81,0.72,1.15,36.05,37.87,37.13,36.53,37.50,73.79,72.70,76.14,87.04,77.26,114.12,85.71,77.61,85.83,97.86,104.40,5.88,0.55,36.23,39.58,38.54,35.57,34.67,35.87,0,1,2,34.03,1.94,-10.28,38.09,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:30:48,2,0.62,114.9,7.820,5.59,0.0253,59.98,0.17,36.95,73.20,-999.00,-999.00,0,-1.00,-1.84,2.20,-1.26,-1.86,0.58,1.10,35.96,37.78,37.04,36.51,37.48,73.73,72.60,76.22,87.04,77.27,114.29,85.77,77.69,85.88,97.97,104.64,5.69,0.46,35.14,39.54,38.29,35.65,34.44,35.42,0,1,2,33.98,1.85,-10.98,38.48,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.70,3.60,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:31:38,2,0.62,114.9,7.820,5.57,0.0261,60.01,0.18,36.95,73.21,-999.00,-999.00,0,-0.97,-1.90,2.16,-1.20,-1.81,0.70,1.23,36.02,37.85,37.05,36.53,37.50,73.84,72.71,76.22,87.01,77.38,114.38,85.79,77.73,85.89,98.08,104.73,5.33,0.41,34.65,39.54,38.14,35.69,34.17,35.07,0,1,2,34.10,1.76,-11.24,38.48,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
