TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
0:07:32,2,0.63,114.9,21.40,15.48,0.01952,60.02,33.55,67.67,74.28,-999.00,-999.00,0,-0.92,15.97,26.38,25.17,32.26,32.31,51.06,67.14,68.20,67.55,68.67,67.77,74.39,74.18,121.56,117.14,94.10,175.65,111.27,83.21,117.77,148.11,161.91,15.75,25.54,32.88,35.20,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:08:23,2,0.63,115.1,21.30,15.53,0.02163,60.01,33.28,67.58,74.31,-999.00,-999.00,0,-0.99,15.95,26.09,24.88,31.89,32.01,50.76,67.07,68.09,67.47,68.61,67.67,74.44,74.19,121.56,117.15,94.14,175.53,111.40,83.13,117.72,148.15,161.82,15.58,25.08,32.59,34.89,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:09:13,2,0.63,115.2,21.10,15.30,0.02384,60.00,32.97,67.50,74.31,-999.00,-999.00,0,-1.40,15.66,25.86,24.59,31.56,31.72,50.44,66.96,68.01,67.33,68.53,67.52,74.44,74.20,121.38,117.01,94.16,175.42,111.42,83.11,117.68,148.13,161.62,15.42,24.63,32.34,34.58,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:10:06,2,0.63,115.2,20.90,15.09,0.02590,60.00,32.71,67.40,74.32,-999.00,-999.00,0,-2.58,13.90,25.61,24.32,31.22,31.46,50.13,66.88,67.92,67.25,68.43,67.43,74.44,74.20,120.61,116.27,94.33,174.90,111.03,83.07,117.64,148.01,161.03,15.13,24.06,32.05,34.29,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:10:56,2,0.63,115.1,21.20,15.35,0.02805,60.01,32.42,67.33,74.32,-999.00,-999.00,0,-2.73,12.46,25.45,24.08,30.90,31.21,49.87,66.82,67.87,67.20,68.35,67.33,74.44,74.20,119.83,115.36,94.35,174.59,110.35,83.07,117.35,147.93,160.53,14.66,23.47,31.75,33.96,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:11:41,2,0.63,115.0,21.30,15.42,0.03015,59.99,32.14,67.24,74.35,-999.00,-999.00,0,-1.91,13.32,25.20,23.81,30.58,30.95,49.54,66.71,67.78,67.10,68.27,67.23,74.48,74.22,119.92,115.45,94.03,174.94,110.17,83.13,116.57,147.95,160.96,14.25,22.88,31.45,33.67,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:12:35,2,0.63,115.0,21.30,15.42,0.03234,60.02,31.84,67.13,74.31,-999.00,-999.00,0,-1.79,14.08,24.84,23.45,30.16,30.62,49.16,66.59,67.60,66.93,68.15,67.09,74.38,74.13,120.09,115.77,93.90,175.10,110.23,83.27,116.46,147.91,161.19,13.95,22.32,31.17,33.34,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:13:26,2,0.63,115.0,21.20,15.33,0.03454,60.03,31.42,66.93,74.20,-999.00,-999.00,0,-1.90,14.10,24.47,23.11,29.74,30.20,48.74,66.37,67.38,66.80,67.92,66.80,74.30,74.07,120.25,115.87,93.92,174.94,110.26,83.24,116.47,147.83,161.16,13.64,21.69,30.73,32.95,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:14:13,2,0.63,115.0,20.70,15.09,0.03663,60.03,31.12,66.80,74.21,-999.00,-999.00,0,-2.39,13.91,24.28,22.84,29.51,30.00,48.43,66.29,67.35,66.67,67.85,66.69,74.36,74.12,120.18,115.86,93.97,174.79,110.33,83.14,116.56,147.77,160.95,13.50,21.24,30.51,32.66,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:15:03,2,0.63,115.0,20.70,14.98,0.03867,60.03,30.89,66.74,74.29,-999.00,-999.00,0,-3.52,12.16,24.09,22.65,29.24,29.77,48.15,66.24,67.30,66.60,67.78,66.64,74.39,74.18,119.38,115.11,94.10,174.30,110.04,83.08,116.53,147.75,160.29,13.27,20.78,30.27,32.39,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:15:52,2,0.63,115.0,20.90,15.12,0.04082,60.02,30.65,66.69,74.29,-999.00,-999.00,0,-3.67,10.85,23.91,22.45,28.94,29.56,47.86,66.21,67.24,66.56,67.74,66.57,74.42,74.18,118.62,114.27,94.16,174.07,109.50,83.08,116.34,147.71,159.86,12.86,20.32,30.01,32.11,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:16:42,2,0.63,115.0,21.00,15.26,0.04291,60.01,30.41,66.63,74.32,-999.00,-999.00,0,-2.69,11.89,23.72,22.20,28.66,29.29,47.53,66.08,67.18,66.49,67.69,66.50,74.44,74.20,118.82,114.39,94.11,174.45,109.26,83.17,115.53,147.61,160.31,12.52,19.89,29.77,31.84,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:17:35,2,0.63,115.0,21.10,15.28,0.04509,60.01,30.15,66.55,74.33,-999.00,-999.00,0,-2.44,12.77,23.50,21.96,28.35,29.07,47.25,66.00,67.09,66.42,67.64,66.41,74.46,74.21,119.06,114.76,93.96,174.58,109.36,83.30,115.52,147.61,160.65,12.30,19.45,29.50,31.57,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:18:22,2,0.63,115.0,20.90,15.18,0.04716,60.01,29.88,66.47,74.35,-999.00,-999.00,0,-2.51,12.99,23.23,21.71,28.07,28.74,46.91,65.93,67.00,66.33,67.56,66.29,74.50,74.20,119.19,114.95,93.83,174.49,109.46,83.24,115.55,147.57,160.57,12.16,19.08,29.25,31.29,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:19:12,2,0.63,114.9,20.60,14.89,0.04930,59.99,29.61,66.38,74.38,-999.00,-999.00,0,-3.66,11.91,23.03,21.44,27.80,28.49,46.66,65.87,66.92,66.22,67.49,66.19,74.51,74.26,118.73,114.55,93.98,174.14,109.48,83.18,115.62,147.55,160.11,12.00,18.69,28.96,31.01,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:20:02,2,0.63,115.1,20.60,14.83,0.05132,60.01,29.35,66.29,74.39,-999.00,-999.00,0,-4.38,10.06,22.80,21.20,27.51,28.25,46.36,65.76,66.86,66.11,67.38,66.10,74.52,74.26,117.85,113.63,94.17,173.57,108.96,83.09,115.62,147.48,159.45,11.67,18.23,28.66,30.72,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:20:55,2,0.63,115.0,20.90,15.17,0.05348,60.01,29.09,66.20,74.37,-999.00,-999.00,0,-3.57,10.01,22.61,20.99,27.19,28.06,46.06,65.71,66.79,66.06,67.31,66.01,74.52,74.25,117.61,113.35,94.13,173.71,108.51,83.13,115.02,147.38,159.54,11.25,17.82,28.43,30.40,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:24:11,2,0.63,115.0,20.50,14.76,0.04930,60.01,28.16,65.88,74.43,-999.00,-999.00,0,-4.71,9.63,21.93,20.22,26.27,27.26,45.11,65.38,66.50,65.77,67.06,65.63,74.58,74.29,117.54,113.31,94.04,173.30,108.61,83.21,114.98,147.27,159.13,10.61,16.54,27.51,29.41,0.0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:24:58,2,0.63,115.1,20.80,15.10,0.05366,60.01,27.82,65.76,74.43,-999.00,-999.00,0,-4.53,8.61,21.49,19.72,25.75,26.82,44.55,65.22,66.30,65.55,66.96,65.51,74.58,74.28,116.70,112.54,94.17,173.19,108.07,83.20,114.52,147.18,158.94,10.10,16.04,27.16,29.05,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:25:48,2,0.63,115.0,20.60,14.93,0.05570,60.01,27.56,65.66,74.44,-999.00,-999.00,0,-3.71,9.88,21.29,19.51,25.51,26.55,44.27,65.12,66.22,65.46,66.83,65.40,74.58,74.29,116.98,112.84,93.90,173.60,107.85,83.33,113.79,147.14,159.48,9.75,15.71,26.90,28.75,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:26:41,2,0.63,115.1,20.60,14.94,0.05784,60.02,27.30,65.57,74.42,-999.00,-999.00,0,-3.85,10.33,21.11,19.30,25.18,26.32,43.95,65.03,66.15,65.36,66.74,65.30,74.56,74.26,117.12,112.99,93.90,173.52,107.86,83.38,113.76,147.07,159.51,9.59,15.44,26.62,28.49,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:27:28,2,0.63,115.2,20.20,14.62,0.05985,60.02,27.04,65.49,74.43,-999.00,-999.00,0,-4.61,9.98,20.91,19.05,24.89,26.05,43.67,64.97,66.05,65.29,66.66,65.20,74.58,74.27,116.88,112.80,93.87,173.26,107.79,83.34,113.87,147.09,159.21,9.46,15.15,26.36,28.21,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:28:16,2,0.63,115.1,20.00,14.48,0.06193,60.00,26.78,65.38,74.44,-999.00,-999.00,0,-5.78,7.93,20.72,18.83,24.63,25.81,43.31,64.86,66.00,65.20,66.58,65.10,74.59,74.29,115.96,111.95,94.07,172.63,107.54,83.28,114.05,147.02,158.44,9.18,14.82,26.07,27.95,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:29:11,2,0.63,115.0,20.40,14.79,0.06391,59.99,26.52,65.29,74.44,-999.00,-999.00,0,-5.77,6.75,20.51,18.59,24.36,25.54,43.01,64.75,65.86,65.12,66.50,65.01,74.63,74.28,115.29,111.19,94.14,172.37,107.00,83.31,113.78,146.93,158.02,8.71,14.46,25.77,27.65,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:30:00,4,0.86,114.9,31.80,31.50,0.06631,59.97,26.12,65.16,74.46,-999.00,-999.00,0,-4.44,8.58,20.25,18.32,24.06,25.22,42.69,64.65,65.78,65.03,66.40,64.83,74.63,74.30,115.83,111.73,93.84,172.95,106.98,83.52,112.69,146.88,158.82,8.20,13.99,25.34,27.20,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:30:46,4,0.87,115.0,31.70,31.69,0.07021,59.99,25.97,65.09,74.45,-999.00,-999.00,0,-4.42,8.84,20.06,18.11,23.77,24.94,42.43,64.56,65.66,64.91,66.33,64.76,74.60,74.29,116.04,111.92,93.83,172.98,106.95,83.57,112.67,146.84,158.89,8.15,15.28,25.21,27.04,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:31:41,4,0.87,115.1,31.10,31.31,0.07453,59.99,25.75,65.00,74.46,-999.00,-999.00,0,-5.17,8.67,19.85,17.84,23.54,24.74,42.11,64.50,65.57,64.78,66.26,64.68,74.63,74.29,115.80,111.84,93.77,172.81,106.99,83.51,112.92,146.82,158.65,8.23,25.14,25.01,26.81,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:32:24,4,0.87,115.0,31.20,31.15,0.07896,60.00,25.50,64.90,74.48,-999.00,-999.00,0,-6.28,6.74,19.65,17.62,23.31,24.54,41.83,64.39,65.51,64.70,66.14,64.59,74.63,74.32,114.96,111.01,93.97,172.11,106.74,83.48,113.09,146.75,157.77,8.61,36.63,24.79,26.57,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:33:18,4,0.86,115.0,31.40,31.46,0.08336,59.99,25.28,64.81,74.46,-999.00,-999.00,0,-6.26,5.62,19.45,17.40,23.04,24.34,41.52,64.28,65.36,64.60,66.05,64.48,74.60,74.29,114.42,110.40,94.12,171.92,106.42,83.45,112.85,146.66,157.53,9.02,53.14,24.60,26.33,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
