TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,WTRVESSEL,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
0:06:53,1,0.31,115.1,0.510,0.18,0.0043,60.02,-2.30,34.43,50.10,-999.00,-999.00,0,-9.84,-10.87,-0.63,-4.04,-3.86,-3.20,0.22,32.96,34.47,35.85,37.18,36.51,50.01,50.11,58.63,58.11,59.21,74.23,58.27,54.24,58.92,72.64,70.38,-10.76,-7.47,34.93,35.13,35.38,35.65,33.20,-3.43,-2.88,38.99,68.0,1,2,30.40,-3.75,-12.69,32.18,59.02,44.33,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.80,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:07:43,1,0.31,115.2,0.500,0.18,0.0043,60.02,-2.26,34.44,50.06,-999.00,-999.00,0,-7.84,-9.30,-0.55,-3.99,-3.77,-3.17,0.22,32.96,34.49,35.88,37.15,36.51,50.01,50.07,56.67,56.57,60.71,71.02,56.56,54.01,58.12,72.48,67.17,-10.25,-7.27,34.94,35.13,35.39,35.66,33.24,-3.39,-2.89,38.96,68.1,1,2,30.61,-3.82,-10.92,32.34,59.00,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.80,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:08:33,1,0.31,115.1,0.500,0.18,0.0043,60.00,-2.23,34.44,50.04,-999.00,-999.00,0,-6.82,-8.56,-0.49,-3.94,-3.68,-3.12,0.22,32.96,34.48,35.91,37.11,36.50,50.01,50.07,55.45,55.71,61.45,69.03,55.57,52.61,57.46,72.21,64.63,-9.71,-7.22,34.94,35.13,35.39,35.66,33.29,-3.37,-2.90,38.93,68.1,1,2,30.80,-3.82,-9.40,32.36,58.86,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.80,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:09:23,1,0.31,114.9,0.500,0.18,0.0044,60.03,-2.18,34.45,50.04,-999.00,-999.00,0,-5.77,-7.75,-0.38,-3.89,-3.61,-3.12,0.22,32.96,34.48,35.91,37.10,36.49,50.01,50.06,54.68,55.21,61.85,67.66,54.95,51.79,56.89,71.91,62.58,-9.20,-7.19,34.96,35.15,35.40,35.66,33.35,-3.32,-2.90,38.90,68.1,1,2,31.05,-3.71,-8.34,32.50,58.82,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:10:13,1,0.31,114.9,0.500,0.18,0.0044,60.02,-2.13,34.45,50.04,-999.00,-999.00,0,-5.37,-6.85,-0.27,-3.83,-3.58,-3.11,0.25,32.96,34.47,35.91,37.10,36.47,50.01,50.06,54.08,54.78,62.05,66.74,54.51,51.40,56.40,71.61,60.94,-8.72,-7.13,34.99,35.17,35.43,35.66,33.39,-3.31,-2.90,38.86,68.1,1,2,31.18,-3.66,-7.42,32.56,58.79,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:11:03,1,0.31,115.0,0.500,0.18,0.0044,59.99,-2.08,34.45,50.03,-999.00,-999.00,0,-5.37,-6.20,-0.14,-3.80,-3.51,-3.09,0.27,32.96,34.47,35.93,37.10,36.47,50.01,50.06,53.61,54.47,62.15,66.01,54.17,51.35,55.96,71.30,59.61,-8.28,-7.06,35.00,35.18,35.44,35.68,33.45,-3.30,-2.90,38.83,68.3,1,2,31.48,-3.53,-6.61,32.72,58.71,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:11:53,1,0.31,115.0,0.510,0.19,0.0044,60.02,-2.03,34.46,50.03,-999.00,-999.00,0,-5.53,-5.68,-0.01,-3.75,-3.44,-3.09,0.27,32.96,34.48,35.96,37.09,36.46,50.01,50.06,53.23,54.17,62.18,65.45,53.91,51.42,55.59,71.02,58.54,-7.86,-6.99,35.00,35.19,35.44,35.68,33.51,-3.29,-2.90,38.81,68.3,1,2,31.64,-3.46,-6.13,32.72,58.66,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0,24.90,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:12:43,1,0.31,115.0,0.500,0.18,0.0045,60.01,-1.98,34.46,50.03,-999.00,-999.00,0,-5.54,-5.25,0.13,-3.69,-3.39,-3.09,0.27,32.96,34.47,35.96,37.09,36.45,50.01,50.06,52.91,53.91,62.14,65.00,53.70,51.59,55.27,70.72,57.65,-7.46,-6.94,35.00,35.22,35.45,35.69,33.56,-3.26,-2.89,38.79,68.3,1,2,31.84,-3.30,-5.67,32.72,58.66,44.42,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.10,25.00,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:13:33,1,0.31,115.0,0.500,0.18,0.0045,59.98,-1.93,34.46,50.03,-999.00,-999.00,0,-5.47,-4.91,0.29,-3.64,-3.33,-3.08,0.27,32.97,34.47,35.97,37.08,36.45,50.01,50.06,52.65,53.66,62.05,64.59,53.53,51.77,54.98,70.43,56.90,-7.08,-6.87,35.03,35.23,35.46,35.69,33.60,-3.25,-2.89,38.76,68.3,1,2,32.00,-3.28,-5.24,32.75,58.64,44.44,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.20,25.10,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:14:23,1,0.31,114.9,0.500,0.18,0.0045,60.01,-1.86,34.47,50.03,-999.00,-999.00,0,-5.35,-4.63,0.47,-3.61,-3.28,-3.03,0.27,32.97,34.47,35.99,37.07,36.45,50.01,50.06,52.38,53.41,61.92,64.26,53.38,51.93,54.72,70.16,56.26,-6.72,-6.79,35.03,35.23,35.46,35.70,33.66,-3.23,-2.86,38.74,68.3,1,2,32.02,-3.28,-4.96,32.88,58.64,44.56,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.20,25.10,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:15:13,1,0.31,114.9,0.500,0.18,0.0045,60.03,-1.80,34.48,50.03,-999.00,-999.00,0,-5.26,-4.42,0.63,-3.53,-3.19,-3.01,0.30,32.97,34.50,35.99,37.04,36.45,50.01,50.06,52.11,53.17,61.84,63.95,53.26,52.08,54.50,69.89,55.73,-6.40,-6.73,35.03,35.24,35.48,35.71,33.69,-3.22,-2.85,38.68,68.3,1,2,32.22,-3.12,-4.72,32.94,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.20,25.10,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:16:04,1,0.31,114.9,0.510,0.18,0.0046,60.02,-1.73,34.49,50.03,-999.00,-999.00,0,-5.16,-4.25,0.82,-3.45,-3.15,-2.98,0.28,32.97,34.50,36.04,37.03,36.45,50.01,50.06,51.87,52.95,61.75,63.71,53.18,52.23,54.29,69.63,55.27,-6.10,-6.67,35.04,35.24,35.48,35.70,33.71,-3.22,-2.85,38.58,68.3,1,2,32.41,-2.95,-4.62,33.08,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.30,25.20,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:16:53,1,0.31,115.2,0.500,0.18,0.0046,60.01,-1.67,34.50,50.03,-999.00,-999.00,0,-5.07,-4.03,1.00,-3.42,-3.09,-2.98,0.29,32.97,34.50,36.05,37.03,36.45,50.01,50.06,51.65,52.76,61.61,63.47,53.11,52.35,54.11,69.37,54.90,-5.80,-6.59,35.04,35.25,35.48,35.70,33.77,-3.18,-2.84,38.51,68.3,1,2,32.62,-2.87,-4.39,33.13,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:17:44,1,0.31,115.1,0.510,0.18,0.0046,60.00,-1.59,34.51,50.03,-999.00,-999.00,0,-5.01,-3.79,1.16,-3.32,-3.04,-2.92,0.31,32.97,34.48,36.09,37.02,36.45,50.01,50.06,51.46,52.57,61.50,63.26,53.08,52.50,53.97,69.14,54.59,-5.49,-6.48,35.06,35.28,35.53,35.72,33.83,-3.13,-2.82,38.52,68.2,1,2,32.72,-2.74,-4.18,33.24,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:18:33,1,0.31,115.1,0.500,0.18,0.0046,59.99,-1.52,34.52,50.04,-999.00,-999.00,0,-4.91,-3.61,1.39,-3.25,-2.98,-2.90,0.32,32.97,34.50,36.10,37.00,36.44,50.01,50.06,51.25,52.33,61.39,63.05,53.03,52.59,53.82,68.87,54.30,-5.22,-6.40,35.07,35.29,35.54,35.72,33.86,-3.10,-2.82,38.51,68.2,1,2,32.76,-2.58,-3.87,33.26,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:19:23,1,0.31,115.1,0.500,0.18,0.0047,60.02,-1.45,34.53,50.04,-999.00,-999.00,0,-4.81,-3.42,1.59,-3.17,-2.95,-2.88,0.30,32.98,34.50,36.13,36.99,36.43,50.04,50.06,51.07,52.14,61.30,62.90,52.99,52.69,53.70,68.66,54.06,-4.92,-6.29,35.12,35.32,35.56,35.77,33.93,-3.06,-2.78,38.54,68.2,1,2,32.90,-2.56,-3.72,33.26,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.40,25.30,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:20:13,1,0.31,115.1,0.510,0.18,0.0047,60.01,-1.38,34.55,50.04,-999.00,-999.00,0,-4.76,-3.26,1.78,-3.06,-2.89,-2.87,0.32,33.03,34.55,36.13,36.97,36.41,50.05,50.06,50.87,51.94,61.22,62.77,52.99,52.76,53.60,68.45,53.87,-4.64,-6.17,35.14,35.37,35.59,35.80,33.98,-3.00,-2.76,38.68,68.2,1,2,33.08,-2.42,-3.51,33.26,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.50,25.40,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:21:03,1,0.31,115.0,0.510,0.18,0.0047,60.01,-1.30,34.59,50.06,-999.00,-999.00,0,-4.74,-3.11,1.99,-2.97,-2.82,-2.82,0.34,33.05,34.56,36.19,36.97,36.40,50.03,50.08,50.65,51.72,61.11,62.60,52.96,52.81,53.47,68.24,53.67,-4.38,-6.07,35.15,35.36,35.60,35.80,34.02,-2.98,-2.75,38.82,68.2,1,2,33.26,-2.22,-3.30,33.36,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.60,25.50,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:21:53,1,0.31,114.9,0.500,0.18,0.0047,60.02,-1.23,34.59,50.05,-999.00,-999.00,0,-4.70,-2.95,2.16,-2.89,-2.75,-2.81,0.33,33.03,34.55,36.22,36.96,36.39,50.03,50.11,50.39,51.45,60.85,62.46,52.96,52.85,53.38,68.04,53.51,-4.13,-5.96,35.15,35.37,35.60,35.80,34.08,-2.96,-2.71,39.06,69.1,1,2,33.26,-2.20,-3.28,33.44,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.60,25.50,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:22:11,4,1.00,114.7,36.780,42.28,0.0052,60.02,-1.17,34.68,50.07,-999.00,-999.00,0,-4.66,-2.84,2.27,-2.87,-2.73,-2.79,0.33,33.32,34.81,36.31,36.95,36.39,50.02,50.12,50.18,51.23,60.82,62.37,52.95,52.88,53.31,67.88,53.40,-3.95,-5.88,35.16,35.39,35.61,35.82,34.11,-2.93,-2.71,39.31,68.7,1,2,33.26,-2.20,-3.19,33.44,58.64,44.60,0,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,0,0.60,25.50,0.70,8.00,257.00,33.98,30.38,-0.04,-4.36,33.80,32.00
0:23:02,4,1.00,115.0,36.600,42.11,0.0105,60.03,-1.12,35.08,50.08,-999.00,-999.00,0,-4.54,-2.75,2.42,-2.76,-2.70,-2.78,0.32,33.78,35.22,36.61,36.93,36.39,50.06,50.12,50.01,51.03,60.80,62.27,52.92,52.87,53.25,67.77,53.30,-3.80,-5.84,35.16,35.39,35.62,35.82,34.12,-2.90,-2.69,42.81,68.7,1,2,33.49,-2.20,-3.05,33.44,58.64,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.10,0.10,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:23:52,4,1.00,115.0,36.510,42.00,0.0165,60.01,-1.06,35.19,50.10,-999.00,-999.00,0,-3.58,-2.24,2.65,-2.68,-2.66,-2.74,0.31,33.72,35.19,36.65,36.94,36.39,50.06,50.13,49.81,50.75,60.64,62.17,52.90,52.86,53.18,67.60,53.19,-3.59,-5.77,35.18,35.40,35.65,35.83,34.16,-2.87,-2.65,43.15,69.4,1,2,33.80,-2.04,-2.88,33.60,58.64,44.62,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.20,0.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:24:42,4,1.00,115.0,36.410,41.85,0.0222,59.99,-0.99,35.16,50.10,-999.00,-999.00,0,-1.77,-0.40,2.85,-2.57,-2.60,-2.68,0.32,33.69,35.15,36.66,36.91,36.37,50.06,50.15,49.57,50.43,60.51,62.07,52.91,52.85,53.11,67.45,53.08,-3.38,-5.68,35.20,35.41,35.65,35.84,34.22,-2.83,-2.61,43.30,68.7,1,2,34.11,-1.93,-2.51,33.62,58.64,44.78,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.20,0.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:25:32,4,1.00,114.9,36.310,41.74,0.0282,60.01,-0.90,35.17,50.13,-999.00,-999.00,0,1.40,2.19,3.05,-2.50,-2.54,-2.65,0.33,33.71,35.14,36.70,36.92,36.38,50.11,50.15,49.35,50.18,60.42,61.98,52.86,52.84,53.03,67.32,52.99,-3.20,-5.62,35.18,35.41,35.65,35.83,34.24,-2.80,-2.55,43.19,68.7,1,2,34.42,-1.77,-1.61,33.80,58.67,44.78,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.20,0.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:26:22,4,1.00,114.9,36.270,41.66,0.0339,59.98,-0.81,35.20,50.13,-999.00,-999.00,0,4.87,5.64,3.28,-2.38,-2.41,-2.60,0.33,33.72,35.16,36.72,36.94,36.37,50.12,50.14,49.19,50.01,60.27,61.86,52.83,52.86,52.97,67.22,52.89,-3.00,-5.51,35.19,35.40,35.66,35.83,34.27,-2.73,-2.42,43.21,68.6,1,2,34.52,-1.66,-0.16,33.80,58.66,44.68,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.20,0.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:27:12,4,1.00,114.9,36.230,41.64,0.0399,59.97,-0.72,35.19,50.11,-999.00,-999.00,0,8.76,9.63,3.44,-2.29,-2.34,-2.58,0.30,33.70,35.12,36.73,36.95,36.37,50.12,50.13,49.08,49.92,60.12,61.77,52.82,52.90,52.93,67.14,52.82,-2.80,-5.36,35.22,35.45,35.67,35.85,34.31,-2.63,-2.32,43.27,68.7,1,2,34.52,-1.48,2.12,33.80,58.66,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.20,0.20,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:27:57,4,1.00,114.9,36.180,41.56,0.0455,59.97,-0.62,35.23,50.12,-999.00,-999.00,0,13.08,13.81,3.63,-2.18,-2.19,-2.48,0.34,33.74,35.17,36.79,36.96,36.38,50.07,50.12,48.98,49.83,59.96,61.67,52.80,52.95,52.87,67.08,52.76,-2.61,-5.19,35.24,35.47,35.71,35.88,34.34,-2.51,-2.22,43.25,68.8,1,2,34.68,-1.26,5.45,33.91,58.66,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.30,0.30,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:28:52,4,1.00,115.0,36.170,41.60,0.0512,59.98,-0.50,35.24,50.11,-999.00,-999.00,0,17.81,18.70,3.84,-2.10,-2.05,-2.38,0.39,33.74,35.18,36.83,36.96,36.38,50.07,50.15,48.91,49.72,59.75,61.57,52.78,52.96,52.83,67.05,52.69,-2.36,-5.02,35.26,35.47,35.72,35.88,34.38,-2.35,-2.11,43.29,68.8,1,2,34.70,-1.10,9.34,33.98,58.64,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.30,0.30,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:29:42,4,1.00,115.1,36.170,41.62,0.0572,59.99,-0.39,35.26,50.11,-999.00,-999.00,0,24.36,23.07,4.00,-1.94,-1.82,-2.24,0.40,33.77,35.19,36.87,36.95,36.37,50.06,50.13,48.86,49.65,59.58,61.54,52.75,52.97,52.79,67.05,52.62,-1.91,-4.86,35.27,35.51,35.73,35.91,34.43,-2.19,-1.95,43.42,68.8,1,2,34.85,-0.79,13.59,34.08,58.66,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.30,0.30,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
0:30:32,4,1.00,115.1,36.130,41.57,0.0628,60.00,-0.24,35.28,50.10,-999.00,-999.00,0,30.07,27.23,4.20,-1.82,-1.52,-2.10,0.41,33.81,35.21,36.92,36.96,36.37,50.09,50.12,48.79,49.58,59.40,61.49,52.74,52.97,52.74,67.05,52.57,-1.24,-4.61,35.28,35.51,35.75,35.93,34.46,-2.02,-1.81,43.56,68.8,1,2,34.88,-0.31,18.41,34.16,58.64,44.60,1.00,0,0,1.00,0,1.00,60.00,-999.00,0,0,0,0,0,5.00,0.40,0.40,0,1.90,1.00,32.00,32.00,1.40,-0.40,32.00,32.00
